쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
KT (주)지오컴퍼니 방학점,기후동행쉼터,통신사 대리점,서울 도봉구 도봉로153길 29 (방학동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.66988691,127.0417551
KT XCIX 은행사거리본점,기후동행쉼터,통신사 대리점,"서울 노원구 한글비석로 245 1층 (중계동, 두타빌)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.6492608,127.0763611
KT 혜성아이앤씨 공릉점,기후동행쉼터,통신사 대리점,서울 노원구 공릉로 192 (공릉동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62704521,127.0791089
KT 진서정보통신_방학도깨비시장점,기후동행쉼터,통신사 대리점,서울 도봉구 도당로13길 9 (방학동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.66513518,127.0355806
KT 디액션_노원역점,기후동행쉼터,통신사 대리점,"서울 노원구 동일로 1401 103호 (상계동, 상아빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.65357505,127.0603809
KT 디액션_신창시장점,기후동행쉼터,통신사 대리점,서울 도봉구 덕릉로 239 1층 1호 (창동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.63921172,127.0382405
KT (주)에이치커넥션 미아역1호점,기후동행쉼터,통신사 대리점,"서울 강북구 도봉로 187 101호 KT (미아동, 태근빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62542056,127.0261845
KT (주)에이치커넥션 미아역점,기후동행쉼터,통신사 대리점,서울 강북구 도봉로 178 1층 KT (미아동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.62471865,127.0271564
KT (주)에이치커넥션 창동역점,기후동행쉼터,통신사 대리점,"서울 도봉구 마들로11길 71 1층 103호 104호 (창동, 신한빌딩)",09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.65333205,127.0493377
KT (주)에이치커넥션 창동본점,기후동행쉼터,통신사 대리점,서울 도봉구 노해로63길 84 (창동),09~19시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,Y,Y,,37.6527642,127.0465783
