쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
강동리엔파크13단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로98길 161,,,2024/06/01 0:00,2024/09/30 0:00,,232.05,70,Y,"['폭염', '비']",실내,,,,37.55209802,127.1810492
강동리엔파크14단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로98길 160,,,2024/06/01 0:00,2024/09/30 0:00,,233.32,71,Y,"['폭염', '비']",실내,,,,37.55109004,127.1808371
강동리엔파크11단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로98길 101,,,2024/06/01 0:00,2024/09/30 0:00,,100,30,Y,"['폭염', '비']",실내,,,,37.55427797,127.1805327
강동리엔파크9단지경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로98길 29,,,2024/06/01 0:00,2024/09/30 0:00,,100,30,Y,"['폭염', '비']",실내,,,,37.55698872,127.1802303
중화2동주민센터,한파쉼터,주민센터,서울 중랑구 봉화산로 27,평일: 09:00:00 ~ 18:00:00,"토요일, 일요일, 공휴일",2024-11-15,2025-03-15,,450,200,Y,"['한파', '눈']",실내,,,,37.60202101,127.0774218
고덕리엔파크3단지경로당,무더위쉼터,경로당,서울특별시 강동구 상일로 74,,,2024/06/01 0:00,2024/09/30 0:00,,482.34,146,Y,"['폭염', '비']",실내,,,,37.55136837,127.1747855
우리은행삼성엔지니어링사옥,무더위쉼터,은행,서울특별시 강동구 상일로6길 26,,,2024/06/01 0:00,2024/09/30 0:00,,217.4,66,Y,"['폭염', '비']",실내,,,,37.54881766,127.1753246
국민은행상일동지점,무더위쉼터,은행,서울특별시 강동구 상일로10길 36,,,2024/06/01 0:00,2024/09/30 0:00,,301.67,91,Y,"['폭염', '비']",실내,,,,37.55079896,127.1741043
강일동성당,무더위쉼터,기타,서울특별시 강동구 고덕로 476,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.55781964,127.1785564
우리은행명일동지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1618,,,2024/06/01 0:00,2024/09/30 0:00,,35,11,Y,"['폭염', '비']",실내,,,,37.54986166,127.1440754
명일1동경로당,무더위쉼터,경로당,서울특별시 강동구 양재대로138길 29,,,2024/06/01 0:00,2024/09/30 0:00,,101.2,31,Y,"['폭염', '비']",실내,,,,37.5499406,127.1456059
샘물경로당,무더위쉼터,경로당,서울특별시 강동구 천중로49길 104,,,2024/06/01 0:00,2024/09/30 0:00,,94.34,29,Y,"['폭염', '비']",실내,,,,37.54526299,127.1447176
명일1동주민센터,무더위쉼터,주민센터,서울특별시 강동구 양재대로 1634,,,2024/06/01 0:00,2024/09/30 0:00,,132,40,Y,"['폭염', '비']",실내,,,,37.55126175,127.1443451
국민은행명일동지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1661,,,2024/06/01 0:00,2024/09/30 0:00,,293.72,89,Y,"['폭염', '비']",실내,,,,37.55385711,127.143944
신한은행굽은다리역지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1568,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.5454223,127.1432253
신한은행명일역지점,무더위쉼터,은행,서울특별시 강동구 구천면로 427,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.55050639,127.1461468
하나은행굽은다리역지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1566,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.54522396,127.1431789
강동농협명일역지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1655,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.55335302,127.1439323
국민은행고덕역지점,무더위쉼터,은행,서울특별시 강동구 고덕로 254,,,2024/06/01 0:00,2024/09/30 0:00,,357.31,108,Y,"['폭염', '비']",실내,,,,37.55468141,127.1536817
원터골경로당,무더위쉼터,경로당,서울특별시 강동구 동남로65길 46-8 ,,,2024/06/01 0:00,2024/09/30 0:00,,186.3,56,Y,"['폭염', '비']",실내,,,,37.54816514,127.1536701
명일2동주민센터,무더위쉼터,주민센터,서울특별시 강동구 상암로 260,,,2024/06/01 0:00,2024/09/30 0:00,,253,77,Y,"['폭염', '비']",실내,,,,37.5463638,127.1513524
우리은행고덕지점,무더위쉼터,은행,서울특별시 강동구 동남로71길 19,,,2024/06/01 0:00,2024/09/30 0:00,,33,10,Y,"['폭염', '비']",실내,,,,37.55104453,127.1547206
이마트명일점,무더위쉼터,마트,서울특별시 강동구 고덕로 276,,,2024/06/01 0:00,2024/09/30 0:00,,999,303,Y,"['폭염', '비']",실내,,,,37.55470672,127.1556131
시립강동노인종합복지관,무더위쉼터,복지관,서울특별시 강동구 동남로71길 32-5 ,,,2024/06/01 0:00,2024/09/30 0:00,,"1,000.00",1243,Y,"['폭염', '비']",실내,,,,37.55221118,127.1546206
농협명일동지점,무더위쉼터,은행,서울특별시 강동구 고덕로 262,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.55466766,127.1546222
서울장애인종합복지관,무더위쉼터,복지관,서울특별시 강동구 고덕로 201,,,2024/06/01 0:00,2024/09/30 0:00,,100,30,Y,"['폭염', '비']",실내,,,,37.55624635,127.1486145
고일경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로64길 29,,,2024/06/01 0:00,2024/09/30 0:00,,101.2,31,Y,"['폭염', '비']",실내,,,,37.5608651,127.1537718
고덕1동주민센터,무더위쉼터,주민센터,서울특별시 강동구 양재대로156길 123,,,2024/06/01 0:00,2024/09/30 0:00,,226,68,Y,"['폭염', '비']",실내,,,,37.55727133,127.1515218
성가정노인종합복지관,무더위쉼터,복지관,서울특별시 강동구 양재대로156길 28,,,2024/06/01 0:00,2024/09/30 0:00,,776.4,235,Y,"['폭염', '비']",실내,,,,37.55610733,127.1465259
고덕대우아파트관리사무소,무더위쉼터,기타,서울특별시 강동구 양재대로 1716,,,2024/06/01 0:00,2024/09/30 0:00,,19.8,6,Y,"['폭염', '비']",실내,,,,37.55901778,127.144876
온조대왕문화체육관,무더위쉼터,문화시설,서울특별시 강동구 고덕로 285,,,2024/06/01 0:00,2024/09/30 0:00,,"1,000.00",333,Y,"['폭염', '비']",실내,,,,37.5567272,127.1574539
고덕2동경로당,무더위쉼터,경로당,서울특별시 강동구 상일로21길 14-7 ,,,2024/06/01 0:00,2024/09/30 0:00,,102.56,31,Y,"['폭염', '비']",실내,,,,37.56003791,127.169493
고덕2동주민센터,무더위쉼터,주민센터,서울특별시 강동구 아리수로78길 43-12 ,,,2024/06/01 0:00,2024/09/30 0:00,,260,79,Y,"['폭염', '비']",실내,,,,37.56050657,127.1643563
방죽말경로당,무더위쉼터,경로당,서울특별시 강동구 아리수로72길 60-16 ,,,2024/06/01 0:00,2024/09/30 0:00,,51.73,16,Y,"['폭염', '비']",실내,,,,37.56165736,127.1627675
새장터경로당,무더위쉼터,경로당,서울특별시 강동구 암사1가길 16,,,2024/06/01 0:00,2024/09/30 0:00,,101.2,31,Y,"['폭염', '비']",실내,,,,37.55212624,127.1305803
복지말경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로16길 46,,,2024/06/01 0:00,2024/09/30 0:00,,99.5,30,Y,"['폭염', '비']",실내,,,,37.55260608,127.1329547
강암경로당,무더위쉼터,경로당,서울특별시 강동구 상암로15길 38-15 ,,,2024/06/01 0:00,2024/09/30 0:00,,162.94,49,Y,"['폭염', '비']",실내,,,,37.55045792,127.1320659
암사1동제1경로당,무더위쉼터,경로당,서울특별시 강동구 구천면로59길 19,,,2024/06/01 0:00,2024/09/30 0:00,,173.56,43,Y,"['폭염', '비']",실내,,,,37.5507744,127.1379396
암사1동제2경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로24길 23,,,2024/06/01 0:00,2024/09/30 0:00,,90,27,Y,"['폭염', '비']",실내,,,,37.55363863,127.1357192
암사1동제3경로당,무더위쉼터,경로당,서울특별시 강동구 암사13길 13-3 ,,,2024/06/01 0:00,2024/09/30 0:00,,147,45,Y,"['폭염', '비']",실내,,,,37.55259058,127.1367438
장생경로당,무더위쉼터,경로당,서울특별시 강동구 상암로23길 7-10 ,,,2024/06/01 0:00,2024/09/30 0:00,,54.15,16,Y,"['폭염', '비']",실내,,,,37.54802338,127.1337926
암사1동주민센터,무더위쉼터,주민센터,서울특별시 강동구 올림픽로98가길 57,,,2024/06/01 0:00,2024/09/30 0:00,,299,91,Y,"['폭염', '비']",실내,,,,37.5514791,127.1326396
강동농협선사지점,무더위쉼터,은행,서울특별시 강동구 올림픽로 802,,,2024/06/01 0:00,2024/09/30 0:00,,60,18,Y,"['폭염', '비']",실내,,,,37.55253983,127.1286671
강동농협본점지점,무더위쉼터,은행,서울특별시 강동구 구천면로 331,,,2024/06/01 0:00,2024/09/30 0:00,,258,78,Y,"['폭염', '비']",실내,,,,37.54909213,127.1361698
강동신용협동조합암사본점,무더위쉼터,은행,서울특별시 강동구 올림픽로 796,,,2024/06/01 0:00,2024/09/30 0:00,,50,15,Y,"['폭염', '비']",실내,,,,37.55207425,127.1285347
암사도서관,무더위쉼터,도서관,서울특별시 강동구 고덕로20길 42,,,2024/06/01 0:00,2024/09/30 0:00,,100,30,Y,"['폭염', '비']",실내,,,,37.55283302,127.1333655
국민은행암사역지점,무더위쉼터,은행,서울특별시 강동구 올림픽로 767,,,2024/06/01 0:00,2024/09/30 0:00,,345.22,105,Y,"['폭염', '비']",실내,,,,37.54963184,127.127017
암사2동제2경로당,무더위쉼터,경로당,서울특별시 강동구 상암로 12-19 ,,,2024/06/01 0:00,2024/09/30 0:00,,111.21,34,Y,"['폭염', '비']",실내,,,,37.55001976,127.1255454
암사2동주민센터,무더위쉼터,주민센터,서울특별시 강동구 상암로3길 28,,,2024/06/01 0:00,2024/09/30 0:00,,204,62,Y,"['폭염', '비']",실내,,,,37.5517063,127.1272709
우리은행암사역지점,무더위쉼터,은행,서울특별시 강동구 올림픽로 769,,,2024/06/01 0:00,2024/09/30 0:00,,65.4,20,Y,"['폭염', '비']",실내,,,,37.54996657,127.1271791
구암경로당,무더위쉼터,경로당,서울특별시 강동구 고덕로 109,,,2024/06/01 0:00,2024/09/30 0:00,,175.61,53,Y,"['폭염', '비']",실내,,,,37.55496298,127.1375341
서원마을경로당,무더위쉼터,경로당,서울특별시 강동구 올림픽로 936,,,2024/06/01 0:00,2024/09/30 0:00,,113,34,Y,"['폭염', '비']",실내,,,,37.56400465,127.1333766
암사3동주민센터,무더위쉼터,주민센터,서울특별시 강동구 고덕로 137,,,2024/06/01 0:00,2024/09/30 0:00,,320,97,Y,"['폭염', '비']",실내,,,,37.55499636,127.1407841
천호1경로당,무더위쉼터,경로당,서울특별시 강동구 구천면로36길 9-4 ,,,2024/06/01 0:00,2024/09/30 0:00,,130.56,40,Y,"['폭염', '비']",실내,,,,37.54293861,127.132416
십자성경로당,무더위쉼터,경로당,서울특별시 강동구 상암로28길 24,,,2024/06/01 0:00,2024/09/30 0:00,,80.46,24,Y,"['폭염', '비']",실내,,,,37.54507521,127.1370236
소망경로당,무더위쉼터,경로당,서울특별시 강동구 구천면로68나길 18,,,2024/06/01 0:00,2024/09/30 0:00,,95.98,29,Y,"['폭염', '비']",실내,,,,37.54850258,127.141701
천호1동주민센터,무더위쉼터,주민센터,서울특별시 강동구 구천면로42길 59,,,2024/06/01 0:00,2024/09/30 0:00,,275,83,Y,"['폭염', '비']",실내,,,,37.54500381,127.1368198
국민은행굽은다리역지점,무더위쉼터,은행,서울특별시 강동구 양재대로 1553,,,2024/06/01 0:00,2024/09/30 0:00,,425.99,129,Y,"['폭염', '비']",실내,,,,37.54436347,127.1420861
홈플러스강동점,무더위쉼터,마트,서울특별시 강동구 양재대로 1571,,,2024/06/01 0:00,2024/09/30 0:00,,999,303,Y,"['폭염', '비']",실내,,,,37.54571459,127.1422553
새마을금고천호지점,무더위쉼터,은행,서울특별시 강동구 구천면로 290,,,2024/06/01 0:00,2024/09/30 0:00,,200,61,Y,"['폭염', '비']",실내,,,,37.54555666,127.1336806
강동구민회관,무더위쉼터,기타,서울특별시 강동구 상암로 168,,,2024/06/01 0:00,2024/09/30 0:00,,100,30,Y,"['폭염', '비']",실내,,,,37.54573141,127.1412225
해공체육문화센터,무더위쉼터,문화시설,서울특별시 강동구 천중로18길 61,,,2024/06/01 0:00,2024/09/30 0:00,,968.96,294,Y,"['폭염', '비']",실내,,,,37.54209283,127.1298316
천호2경로당,무더위쉼터,경로당,서울특별시 강동구 구천면로13길 21,,,2024/06/01 0:00,2024/09/30 0:00,,156,47,Y,"['폭염', '비']",실내,,,,37.54297038,127.122518
쉼터경로당,무더위쉼터,경로당,서울특별시 강동구 올림픽로89길 27-23 ,,,2024/06/01 0:00,2024/09/30 0:00,,99.85,30,Y,"['폭염', '비']",실내,,,,37.5467988,127.1240866
강동농협로데오지점,무더위쉼터,은행,서울특별시 강동구 천호대로157길 53,,,2024/06/01 0:00,2024/09/30 0:00,,40,12,Y,"['폭염', '비']",실내,,,,37.54018351,127.1275292
곡교경로당,무더위쉼터,경로당,서울특별시 강동구 구천면로39길 23,,,2024/06/01 0:00,2024/09/30 0:00,,101.2,31,Y,"['폭염', '비']",실내,,,,37.54540502,127.1318398
해공경로당,무더위쉼터,경로당,서울특별시 강동구 천중로12길 23-23 ,,,2024/06/01 0:00,2024/09/30 0:00,,90,27,Y,"['폭염', '비']",실내,,,,37.54380935,127.1284086
