쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
서초구립새원마을경로당,무더위쉼터,경로당,서울특별시 서초구 새원3길 8,,,2024/05/20 0:00,2024/09/30 0:00,,134,20,Y,"['폭염', '비']",실내,,,,37.45386539,127.0499296
양재2동주민센터,무더위쉼터,주민센터,서울특별시 서초구 강남대로12길 44,,,2024/05/20 0:00,2024/09/30 0:00,,104,31,Y,"['폭염', '비']",실내,,,,37.47064502,127.0412829
잔디마을경로당,무더위쉼터,경로당,서울특별시 서초구 매헌로6길 58,,,2024/05/20 0:00,2024/09/30 0:00,,82,30,Y,"['폭염', '비']",실내,,,,37.46624367,127.0354769
동산마을경로당,무더위쉼터,경로당,서울특별시 서초구 동산로12길 8,,,2024/05/20 0:00,2024/09/30 0:00,,200,30,Y,"['폭염', '비']",실내,,,,37.47136085,127.0450508
서초구립내곡도서관,무더위쉼터,도서관,서울특별시 서초구 청계산로7길 9-20 ,,,2024/05/20 0:00,2024/09/30 0:00,,20,6,Y,"['폭염', '비']",실내,,,,37.45200325,127.0544446
서초구립샘마을경로당,무더위쉼터,경로당,서울특별시 서초구 샘마을길 8,,,2024/05/20 0:00,2024/09/30 0:00,,134,10,Y,"['폭염', '비']",실내,,,,37.45816043,127.0714881
서초구립염곡경로당,무더위쉼터,경로당,서울특별시 서초구 염곡말길 9,,,2024/05/20 0:00,2024/09/30 0:00,,165,20,Y,"['폭염', '비']",실내,,,,37.46182406,127.050699
서초구립홍씨마을경로당,무더위쉼터,경로당,서울특별시 서초구 홍씨마을길 25,,,2024/05/20 0:00,2024/09/30 0:00,,165,20,Y,"['폭염', '비']",실내,,,,37.4531969,127.0654755
청룡마을경로당,무더위쉼터,경로당,서울특별시 서초구 청룡마을4길 15,,,2024/05/20 0:00,2024/09/30 0:00,,106.14,10,Y,"['폭염', '비']",실내,,,,37.44731814,127.0579065
내곡느티나무쉼터,무더위쉼터,기타,서울특별시 서초구 염곡말길 9,,,2024/05/20 0:00,2024/09/30 0:00,,164.84,20,Y,"['폭염', '비']",실내,,,,37.46182406,127.050699
