쉼터명,쉼터 종류,쉼터 유형,주소,운영시간,휴무일,운영시작일,운영종료일,설치장소,면적,이용가능인원,냉난방기,추천날씨,실내/외,Wi-Fi,충전시설,공기정화기,decimalLatitude,decimalLongitude
신한은행 남부법원,기후동행쉼터,은행,서울특별시 양천구 신월로 386,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.52216569,126.8639441
신한은행 법조타운,기후동행쉼터,은행,"서울특별시 서초구 법원로 15,(정곡빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49416129,127.0100003
신한은행 서부법원,기후동행쉼터,은행,"서울특별시 마포구 마포대로 174,(서울서부지원)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5496239,126.9556711
신한은행 상봉역금융센터,기후동행쉼터,은행,서울특별시 중랑구 면목로 460,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.59301247,127.0866116
신한은행 장한평역금융센터,기후동행쉼터,은행,서울특별시 동대문구 천호대로 425,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.56181563,127.0664687
신한은행 답십리,기후동행쉼터,은행,서울특별시 동대문구 전농로 22,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.56670169,127.056713
신한은행 장안동,기후동행쉼터,은행,"서울 동대문구 장한로 119(장안동,장안삼성쉐르빌)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.57143804,127.0701279
신한은행 사가정역,기후동행쉼터,은행,서울특별시 중랑구 면목로 342,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.58238833,127.088791
신한은행 중화역,기후동행쉼터,은행,서울특별시 중랑구 동일로 796,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.60137391,127.0798673
신한은행 뚝섬역금융센터,기후동행쉼터,은행,서울 성동구 아차산로 33,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.54721278,127.0483593
신한은행 행당동,기후동행쉼터,은행,서울특별시 성동구 고산자로 202,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.55826084,127.0344225
신한은행 성수동,기후동행쉼터,은행,서울특별시 성동구 아차산로7길 21,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.54720213,127.0547971
신한은행 성동,기후동행쉼터,은행,서울특별시 중구 왕십리로 407,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.56478,127.02471
신한은행 한양대학교,기후동행쉼터,은행,"서울특별시 성동구 마조로 22-2,(한양대학교 동문회관)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.55948082,127.0413463
신한은행 스타시티금융센터,기후동행쉼터,은행,"서울특별시 광진구 아차산로 272,(스타시티)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.53855827,127.0729962
신한은행 군자역,기후동행쉼터,은행,서울특별시 광진구 천호대로 553,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.55739341,127.0799116
신한은행 테크노마트,기후동행쉼터,은행,"서울특별시 광진구 광나루로56길 85,(테크노마트)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.53572518,127.0956922
신한은행 자양동,기후동행쉼터,은행,서울특별시 광진구 자양로 95,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.53622514,127.0832017
신한은행 광장동,기후동행쉼터,은행,서울특별시 광진구 아차산로 506,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.54149,127.0977255
신한은행 건국대학교,기후동행쉼터,은행,"서울특별시 광진구 능동로 120,(건국대학교)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.53918267,127.0747119
신한은행 잠실금융센터,기후동행쉼터,은행,"서울특별시 송파구 올림픽로 319,(새마을교통회관)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.51563133,127.1056009
신한은행 서잠실,기후동행쉼터,은행,"서울특별시 송파구 올림픽로 106,(상록빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.51139623,127.0825543
신한은행 잠실나루역,기후동행쉼터,은행,"서울특별시 송파구 올림픽로 435,(파크리오아파트)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5213593,127.1049717
신한은행 잠실롯데캐슬,기후동행쉼터,은행,"서울특별시 송파구 올림픽로 269,(롯데캐슬프라자)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.51442735,127.1006114
신한은행 갤러리아팰리스,기후동행쉼터,은행,"서울특별시 송파구 올림픽로 212,(갤러리아팰리스단지상가)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.51070678,127.0942316
신한은행 가락동금융센터,기후동행쉼터,은행,서울 송파구 송파대로 268(가락동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49372041,127.1183462
신한은행 잠실남,기후동행쉼터,은행,"서울특별시 송파구 석촌호수로 133,(레이크팰리스단지상가)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.50765196,127.0917875
신한은행 오금동,기후동행쉼터,은행,"서울특별시 송파구 오금로35길 17,(현대아파트)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5063971,127.1273634
신한은행 송파,기후동행쉼터,은행,서울특별시 송파구 송파대로 345(가락동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.49761457,127.1025318
신한은행 강동금융센터,기후동행쉼터,은행,"서울특별시 강동구 올림픽로 674,(로석빌딩)",09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.54145078,127.1248174
신한은행 길동,기후동행쉼터,은행,서울특별시 강동구 양재대로 1464,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.53650149,127.1397816
신한은행 풍납동,기후동행쉼터,은행,서울특별시 송파구 토성로 58,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.52903048,127.1160786
신한은행 둔촌동,기후동행쉼터,은행,서울특별시 강동구 양재대로 1315,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5238379,127.1342929
신한은행 고덕동,기후동행쉼터,은행,서울 강동구 고덕로 353(고덕동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5571351,127.1645103
신한은행 명일역,기후동행쉼터,은행,서울특별시 강동구 구천면로 427,09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.55050639,127.1461468
신한은행 굽은다리역,기후동행쉼터,은행,서울 강동구 양재대로 1568(명일동),09~16시,,,,,,,Y,"['폭염', '비', '한파', '눈']",실내,,,,37.5454223,127.1432253
